CODE,NAME,FACE VALUE,CATEGORY,ELECTRONIC,MARKET LOT,TOTAL SHARE,PE,LOW,MARKET CAP,AUTHORIZED CAP,PAID UP CAP,SECTOR,LISTING YEAR,SPONSOR,GOVT,INSTITUTE,FOREIGN,PUBLIC,LAST AGM,YEAR END,,,RESERVE SURPLUS
SINGERBD,SINGER BANGLADESH,10,A,Y,50,49084475,20.48,119 - 243,9168.98,1000,491,Engineering,1983,75,0,0,0,25,8/5/2013,201212,,,2048.74
SINOBANGLA,SINOBANGLA INDUSTRIES,10,A,Y,500,19996600,46.56,17.8 - 33.9,635.892,320,200,Miscellaneous,1999,27.41,0,7.11,0,65.48,9/5/2013,201210,,,160.2
SONALIANSH,SONALI AANSH,10,A,Y,50,2712000,129.6,75 - 198.9,341.17,100,27,Jute,1985,62.62,0,0,0,37.38,24/12/2013,201306,,,584.47
SONARBAINS,SONAR BANGLA INSURANCE LTD.,10,A,Y,500,25044096,13.6,20.7 - 35.8,618.589,1000,250,Insurance,2006,38.35,0,0,0,61.65,30/06/2013,201212,,,84.17
SONARGAON,SONARGAON TEXTILES,10,B,Y,500,26467056,n/a,12.9 - 25.8,534.635,500,265,Textile,1995,44.55,0,21.49,0.03,33.93,22/06/2013,201212,,,593.98
SOUTHEASTB,SOUTHEAST BANK,10,A,Y,500,873285882,8.21,13.5 - 21.2,15631.817,10000,8733,Bank,2000,27.22,3.72,19.06,1.56,48.44,21/04/2013,201212,,,11051.3
SPCERAMICS,SHINEPUKUR CERAMICS LIMITED,10,A,Y,100,146966055,32.68,14.2 - 31.9,2689.479,5000,1470,Ceramics Sector,2008,50,0,7.06,0,42.94,29/06/2013,201212,,,3074.8
SPPCL,SUMMIT PURBANCHOL POWER COMPANY LIMITED,10,A,Y,100,138164276,11.86,41.1 - 97.8,8510.919,1700,1382,Fuel & Power,2013,71.77,0,3.71,0,24.52,28/04/2013,201212,,,943.92
SQUARETEXT,SQUARE TEXTILE,10,A,Y,50,134420268,14.36,85.6 - 114.6,12151.592,3000,1344,Textile,2002,61.31,0,12.42,6.39,19.88,13/06/2013,201212,,,3964.03
SQURPHARMA,SQUARE PHARMACEUTICALS LTD.,10,A,Y,10,481999263,18.31,166.4 - 245.9,91676.26,5000,4820,Pharmaceuticals & Chemicals,1995,54.21,0,27.18,9.65,8.96,25/09/2013,201303,,,15514.8
STANCERAM,STANDARD CERAMIC,10,A,Y,500,6460650,73.08,19.9 - 47.8,258.426,100,65,Ceramics Sector,1996,47.76,0,23.89,0,28.35,26/12/2013,201306,,,29.3
STANDARINS,STANDARD INSURANCE LIMITED,10,A,Y,500,22959750,13.45,36 - 50.9,911.502,1000,230,Insurance,2008,50.32,0,0,0,49.68,23/06/2013,201212,,,91.73
STANDBANKL,STANDARD BANK LIMITED,10,A,Y,500,570209370,12.97,12 - 20.4,8439.099,15000,5702,Bank,2003,43.74,0,17.06,0,39.2,15/04/2013,201212,,,2516.39
STYLECRAFT,STYLECRAFT LIMITED,10,A,Y,100,550000,28.89,600 - 1398.9,592.46,10,6,Textile,1983,45.62,0,0.98,0,53.4,14/09/2013,201303,,,152.53
SUMITPOWER,SUMMIT POWER LIMITED,10,A,Y,100,591540246,10.76,28.8 - 60,22715.145,10000,5915,Fuel & Power,2005,51.37,0,29.01,0.61,19.01,28/04/2013,201212,,,2574.01
SUNLIFEINS,SUNLIFE INSURANCE COMPANY LIMITED,10,B,Y,500,31500000,,44.7 - 106.4,1823.85,500,315,Insurance,2013,60,0,4,0,36,8/9/2013,201212,,,0
T05Y0715,5 YEARS BGT BONDS ISSUED ON 21.07.2010,100000,A,Y,1,35000,,-,3500,0,3500,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T05Y0815,5 YEARS BGT BONDS ISSUED ON 18.08.2010,100000,A,Y,1,35000,,-,3500,0,3500,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T10Y0117,10 YEARS 8.5% BGT BOND ISSUED 10.01.2007,100000,A,Y,1,23757,,-,2375.7,0,2375.7,Treasury Bond,2007,0,0,0,0,0,n/a,200712,,,0
T10Y0118,10 YEARS BGT BOND ISSUED 02.01.2008,100000,A,N,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200806,,,0
T10Y0119,10 YEARS BGT BOND ISSUED 07.01.2009,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T10Y0121,10 YEARS BGT BOND ISSUED 05.01.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T10Y0214,10 YEARS 8.5% BGT BOND ISSUED 090204,100000,A,Y,1,100,,-,10,0,10,Treasury Bond,2004,0,0,0,0,0,n/a,200412,,,0
T10Y0215,10 YEARS 8.5% BGT BOND ISSUED 070205,100000,A,Y,1,11217,,-,1121.7,0,1121.7,Treasury Bond,2005,0,0,0,0,0,n/a,200512,,,0
T10Y0216,10 YEARS 8.5% BGT BOND ISSUED 13022006,100000,A,Y,1,11240,,-,1124,0,1124,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T10Y0217,10 YEARS 8.5% BGT BOND ISSUED 07.02.2007,100000,A,Y,1,53563,,-,5356.3,0,5356.3,Treasury Bond,2007,0,0,0,0,0,n/a,200712,,,0
T10Y0218,10 YEARS BGT BOND ISSUED 06.02.2008,100000,A,N,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200806,,,0
T10Y0219,10 YEARS BGT BOND ISSUED 04.02.2009,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T10Y0220,10 YEARS BGT BOND ISSUED ON 03.02.2010,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T10Y0221,10 YEARS BGT BOND ISSUED 02.02.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T10Y0317,10 YEARS 8.5% BGT BOND ISSUED 07.03.2007,100000,A,Y,1,30002,,-,3000.2,0,3000.2,Treasury Bond,2007,0,0,0,0,0,n/a,200101,,,0
T10Y0318,10 YEARS BGT BOND ISSUED 05.03.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T10Y0319,10 YEARS BGT BOND ISSUED 04.03.2009,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T10Y0320,10 YEARS BGT BOND ISSUED ON 03.03.2010,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T10Y0321,10 YEARS BGT BOND ISSUED 02.03.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T10Y0414,10 YEARS 8.5% BGT BOND ISSUED 050404,100000,A,Y,1,1300,,-,130,0,130,Treasury Bond,2005,0,0,0,0,0,n/a,200101,,,0
T10Y0415,10 YEARS 8.5% BGT BOND ISSUED 040405,100000,A,Y,1,5561,,-,556.1,0,556.1,Treasury Bond,2005,0,0,0,0,0,n/a,200512,,,0
T10Y0416,10 YEARS 8.5% BGT BOND ISSUED 10042006,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T10Y0418,10 YEARS BGT BOND ISSUED 02.04.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T10Y0419,10 YEARS BGT BOND ISSUED 08.04.2009,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T10Y0420,10 YEARS BGT BOND ISSUED ON 07.04.2010,100000,A,Y,1,12000,,-,1200,0,1200,Treasury Bond,2010,0,0,0,0,0,,200912,,,0
T10Y0421,10 YEARS BGT BOND ISSUED 06.04.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T10Y0517,10 YEARS BGT BOND ISSUED 09.05.2007,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2007,0,0,0,0,0,n/a,200612,,,0
T10Y0518,10 YEARS BGT BOND ISSUED 07.05.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T10Y0519,10 YEARS BGT BOND ISSUED 06.05.2009,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T10Y0520,10 YEARS BGT BOND ISSUED 05.05.2010,100000,A,Y,1,12000,,-,1200,0,1200,Treasury Bond,2010,0,0,0,0,0,,200912,,,0
T10Y0521,10 YEARS BGT BOND ISSUED 04.05.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T10Y0614,10 YEARS 8.5% BGT BOND ISSUED 070604,100000,A,Y,1,100,,-,10,0,10,Treasury Bond,2005,0,0,0,0,0,n/a,200512,,,0
T10Y0615,10 YEARS 8.5% BGT BOND ISSUED 060605,100000,A,Y,1,2612,,-,261.2,0,261.2,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T10Y0616,10 YEARS 8.5% BGT BOND ISSUED 12062006,100000,A,Y,1,29823,,-,2982.3,0,0,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T10Y0617,10 YEARS BGT BOND ISSUED 06.06.2007,100000,A,Y,1,23500,,-,2350,0,2350,Treasury Bond,2007,0,0,0,0,0,n/a,200612,,,0
T10Y0618,10 YEARS BGT BOND ISSUED 04.06.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T10Y0619,10 YEARS BGT BOND ISSUED 03.06.2009,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T10Y0620,10 YEARS BGT BOND ISSUED 02.06.2010,100000,A,Y,1,12000,,-,1200,0,1200,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T10Y0621,10 YEARS BGT BOND ISSUED 08.06.2011,100000,A,Y,1,50000,,-,5000,0,5000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T10Y0717,10 YEARS BGT BOND ISSUED 04.07.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,n/a,200612,,,0
T10Y0718,10 YEAR BGT BOND ISSUED 02.07.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T10Y0719,10 YEARS BGT BOND ISSUED 08.07.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T10Y0720,10 YEARS BGT BOND ISSUED 07.07.2010,100000,A,Y,1,35000,,-,3500,0,3500,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T10Y0721,10 YEARS BGT BOND ISSUED 13.07.2011,100000,A,Y,1,30000,,-,3000,0,3000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T10Y0814,10 YEARS 8.5% BGT BOND ISSUED 020804,100000,A,Y,1,6000,,-,600,0,600,Treasury Bond,2005,0,0,0,0,0,n/a,200512,,,0
T10Y0816,10 YEARS 8.5% BGT BOND ISSUED 07.08.2006,100000,A,Y,1,54979,,-,5497.9,0,5497.9,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T10Y0817,10 YEARS BGT BOND ISSUED 08.08.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T10Y0818,10 YEARS BGT BOND ISSUED 06.08.2008,100000,A,Y,1,40000,,-,4000,0,0,Treasury Bond,2008,0,0,0,0,0,,200606,,,0
T10Y0819,10 YEARS BGT BOND ISSUED 05.08.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T10Y0820,10 YEARS BGT BONDS ISSUED ON 04.082010,100000,A,Y,1,35000,,-,3500,0,3500,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T10Y0821,10 YEARS BGT BOND ISSUED 10.08.2011,100000,A,Y,1,30000,,-,3000,0,3000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T10Y0916,10 YEARS 8.5% BGT BOND ISSUED 06.09.2006,100000,A,Y,1,30000,,-,3000,0,3000,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T10Y0917,10 YEARS BGT BOND ISSUED 05.09.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T10Y0918,10 YEARS BGT BOND ISSUED 03.09.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T10Y0919,10 YEARS BGT BOND ISSUED 02.09.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T10Y0920,10 YEARS BGT BOND ISSUED ON 08.09.2010,100000,A,Y,1,35000,,-,3500,0,3500,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T10Y0921,10 YEARS BGT BOND ISSUED 14.09.2011,100000,A,Y,1,30000,,-,3000,0,3000,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T10Y1014,10 YEARS 8.5% BGT BOND ISSUED 041004,0,A,Y,0,0,,-,0,0,0,Treasury Bond,2005,0,0,0,0,0,,200512,,,0
T10Y1016,10 YEARS 8.5% BGT BOND ISSUED 04.10.2006,100000,A,Y,1,30000,,-,3000,0,3000,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T10Y1017,10 YEARS BGT BOND ISSUED 03.10.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T10Y1018,10 YEARS BGT BOND ISSUED 08.10.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T10Y1019,10 YEARS BGT BOND ISSUED 07.10.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T10Y1116,10 YEARS 8.5% BGT BOND ISSUED 08.11.2006,100000,A,Y,1,49615,,-,4961.5,0,4961.5,Treasury Bond,2007,0,0,0,0,0,n/a,200712,,,0
T10Y1117,10 YEARS BGT BOND ISSUED 08.11.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,0,200706,,,0
T10Y1118,10 YEARS BGT BOND ISSUED 05.11.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T10Y1120,10 YEARS BGT BOND ISSUED 03.11.2010,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T10Y1213,10 YEARS 8.5% BGT BOND ISSUED 291203,100000,A,Y,1,1000,,-,100,0,100,Treasury Bond,2005,0,0,0,0,0,n/a,200512,,,0
T10Y1214,10 YEARS 8.5% BGT BOND ISSUED 061204,100000,A,Y,1,16391,,-,1565.341,0,1639.1,Treasury Bond,2005,0,0,0,0,0,n/a,200512,,,0
T10Y1215,10 YEARS 8.5% BGT BOND ISSUED 121205,100000,A,Y,1,15003,,-,1500.3,0,1500.3,Treasury Bond,2006,0,0,0,0,0,n/a,200512,,,0
T10Y1216,10YEARS 8.5% BGT BOND ISSUED 06.12.2006,100000,A,Y,1,33121,,-,3312.1,0,3312.1,Treasury Bond,2007,0,0,0,0,0,n/a,200712,,,0
T10Y1217,10 YEARS BGT BOND ISSUED 05.12.2007,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2007,0,0,0,0,0,0,200706,,,0
T10Y1218,10 YEARS BGT BOND ISSUED 03.12.2008,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T10Y1219,10 YEARS BGT BOND ISSUED ON 02.12.2009,100000,A,Y,1,45000,,-,4500,0,4500,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T10Y1220,10 YEARS BGT BOND ISSUED 08.12.2010,100000,A,Y,1,40000,,-,4000,0,4000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T15Y0123,15 YEARS BGT BOND ISSUED 09.01.2008,100000,A,N,1,10000,,-,1000,0,1000,Treasury Bond,2008,0,0,0,0,0,0,200806,,,0
T15Y0124,15 YEARS BGT BOND ISSUED 14.01.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T15Y0125,15 YEARS BGT BOND ISSUED ON 13.01.2010,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T15Y0223,15 YEARS BGT BOND ISSUED 13.02.2008,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T15Y0224,15 YEARS BGT BOND ISSUED 11.02.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T15Y0225,15 YEARS BGT BOND ISSUED ON 10.02.2010,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T15Y0226,15 YEARS BGT BOND ISSUED 09.02.2011,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T15Y0323,15 YEARS BGT BOND ISSUED 12.03.2008,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T15Y0324,15 YEARS BGT BOND ISSUED 11.03.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T15Y0325,15 YEARS BGT BOND ISSUED ON 10.03.2010,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T15Y0326,15 YEARS BGT BOND ISSUED 09.03.2011,100000,A,Y,1,20000,,-,2000,0,2000,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T15Y0423,15 YEARS BGT BOND ISSUED 09.04.2008,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T15Y0424,15 YEARS BGT BOND ISSUED 15.04.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T15Y0425,15 YEARS BGT BOND ISSUED ON 15.04.2010,100000,A,Y,1,8000,,-,800,0,800,Treasury Bond,2010,0,0,0,0,0,,200912,,,0
T15Y0426,15 YEARS BGT BOND ISSUED 13.04.2011,100000,A,Y,1,25000,,-,2500,0,2500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T15Y0523,15 YEARS BGT BOND ISSUED 14.05.2008,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T15Y0524,15 YEARS BGT BOND ISSUED 13.05.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T15Y0525,15 YEARS BGT BOND ISSUED 12.05.2010,100000,A,n,1,7500,,-,750,0,750,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T15Y0526,15 YEARS BGT BOND ISSUED 11.05.2011,100000,A,Y,1,25000,,-,2500,0,2500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T15Y0623,15 YEARS BGT BOND ISSUED 11.06.2008,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T15Y0624,15 YEARS BGT BOND ISSUED 10.06.2009,100000,A,Y,1,8000,,-,800,0,800,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T15Y0625,15 YEARS BGT BOND ISSUED 09.06.2010,100000,A,n,1,7500,,-,750,0,750,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T15Y0626,15 YEARS BGT BOND ISSUED 15.06.2011,100000,A,Y,1,25000,,-,2500,0,2500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T15Y0722,15 YEARS BGT BOND ISSUED 11.07.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,n/a,200612,,,0
T15Y0723,15 YEARS BGT BOND ISSUED 09.07.2008,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T15Y0724,15 YEARS BGT BOND ISSUED 15.07.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T15Y0725,15 YEARS BGT BOND ISSUED 14.07.2010,100000,A,n,1,14000,,-,1400,0,1400,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T15Y0822,15 YEARS BGT BOND ISSUED 15.08.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,n/a,200612,,,0
T15Y0823,15 YEARS BGT BOND ISSUED 13.08.2008,100000,A,Y,1,15000,,-,1500,0,0,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T15Y0824,15 YEARS BGT BOND ISSUED 12.08.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T15Y0825,15 YEARS BGT BOND ISSUED 11.08.2010,100000,A,y,1,14000,,-,1400,0,1400,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T15Y0826,15 YEARS BGT BOND ISSUED 17.08.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T15Y0922,15 YEARS BGT BOND ISSUED 12.09.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T15Y0923,15 YEARS BGT BOND ISSUED 10.09.2008,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T15Y0924,15 YEARS BGT BOND ISSUED 09.09.2009,100000,A,n,1,15000,,-,1500,0,0,Treasury Bond,2009,0,0,0,0,0,,n/a,,,0
T15Y0925,15 YEARS BGT BOND ISSUED 15.09.2010,100000,A,Y,1,14000,,-,1400,0,1400,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T15Y0926,15 YEARS BGT BOND ISSUED 21.09.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T15Y1022,15 YEARS BGT BOND ISSUED 11.10.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,0,200612,,,0
T15Y1023,15 YEARS BGT BOND ISSUED 15.10.2008,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T15Y1024,15 YEARS BGT BOND ISSUED 14.10.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200906,,,0
T15Y1025,15 YEARS BGT BOND ISSUED 13.10.2010,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T15Y1122,15 YEARS BGT BOND ISSUED 14.11.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,0,200706,,,0
T15Y1123,15 YEARS BGT BOND ISSUED 12.11.2008,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2008,0,0,0,0,0,,200806,,,0
T15Y1125,15 YEARS BGT BOND ISSUED 10.11.2010,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T15Y1222,15 YEARS BGT BOND ISSUED 12.12.2007,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2007,0,0,0,0,0,0,200706,,,0
T15Y1223,15 YEARS BGT BOND ISSUED 11.12.2008,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T15Y1224,15 YEARS BGT BOND ISSUED ON 09.12.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T15Y1225,15 YEARS BGT BOND ISSUED 15.12.2010,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T20Y0128,20 YEARS BGT BOND ISSUED 23.01.2008,100000,A,N,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,0,200806,,,0
T20Y0129,20 YEARS BGT BOND ISSUED 28.01.2009,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T20Y0131,20 YEARS BGT BOND ISSUED 26.01.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T20Y0228,20 YEARS BGT BOND ISSUED 27.02.2008,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T20Y0229,20 YEARS BGT BOND ISSUED 25.02.2009,100000,A,Y,1,12500,,-,1250,0,1250,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T20Y0230,20 YEARS BGT BOND ISSUED ON 24.02.2010,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2010,0,0,0,0,0,,200906,,,0
T20Y0231,20 YEARS BGT BOND ISSUED 23.02.2011,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2011,0,0,0,0,0,,201006,,,0
T20Y0328,20 YEARS BGT BOND ISSUED 27.03.2008,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T20Y0329,20 YEARS BGT BOND ISSUED 25.03.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T20Y0330,20 YEARS BGT BOND ISSUED 24.03.2010,100000,A,Y,1,10000,,-,1000,0,1000,Treasury Bond,2010,0,0,0,0,0,,200912,,,0
T20Y0428,20 YEARS BGT BOND ISSUED 23.04.2008,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T20Y0429,20 YEARS BGT BOND ISSUED 29.04.2009,100000,A,Y,1,15000,,-,1500,0,1500,Treasury Bond,2009,0,0,0,0,0,,200806,,,0
T20Y0430,20 YEARS BGT BOND ISSUED ON 28.04.2010,100000,A,Y,1,8000,,-,800,0,800,Treasury Bond,2010,0,0,0,0,0,,200912,,,0
T20Y0431,20 YEARS BGT BOND ISSUED 27.04.2011,100000,A,Y,1,17500,,-,1750,0,1750,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T20Y0528,20 YEARS BGT BOND ISSUED 28.05.2008,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,,200706,,,0
T20Y0530,20 YEARS BGT BOND ISSUED 26.05.2010,100000,A,n,1,7500,,-,750,0,750,Treasury Bond,2010,0,0,0,0,0,,201006,,,0
T20Y0531,20 YEARS BGT BOND ISSUED 25.05.2011,100000,A,Y,1,17500,,-,1750,0,1750,Treasury Bond,2011,0,0,0,0,0,,201106,,,0
T20Y0628,20 YEARS BGT BOND ISSUED 25.06.2008,100000,A,Y,1,5000,,-,500,0,500,Treasury Bond,2008,0,0,0,0,0,0,200706,,,0
T20Y0629,20 YEARS BGT BOND ISSUED 24.06.2009,100000,A,Y,1,8000,,-,800,0,800,Treasury Bond,2005,0,0,0,0,0,0,200906,,,0
